Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Female;20;165;7500;yes;yes;300;100;Sometimes;no;200;no;100;1000;no;Public_Transportation;Overweight_Level_II
Male;20;167;7800;yes;no;200;100;Sometimes;no;300;no;0;0;Frequently;Automobile;Overweight_Level_II
Male;56;179;9000;yes;no;200;300;Sometimes;yes;200;no;100;0;Frequently;Automobile;Overweight_Level_II
Female;26;159;4700;yes;yes;200;100;Sometimes;no;200;no;0;2000;Sometimes;Public_Transportation;Normal_Weight
Female;22;164;5600;yes;no;300;300;Sometimes;no;200;no;0;0;no;Public_Transportation;Normal_Weight
Male;19;178;8100;yes;no;100;300;Sometimes;no;200;no;300;0;no;Bike;Overweight_Level_I
Male;18;175;8500;yes;no;200;300;Sometimes;no;300;no;100;0;Sometimes;Public_Transportation;Overweight_Level_II
Male;19;185;11500;no;no;200;300;Sometimes;no;300;yes;100;2000;no;Public_Transportation;Obesity_Type_I
Male;18;170;8000;no;no;300;100;Sometimes;no;100;no;100;0;no;Public_Transportation;Overweight_Level_II
Female;18;167;9100;yes;yes;100;300;Frequently;no;100;no;0;1000;Sometimes;Public_Transportation;Obesity_Type_I
Male;21;172;7500;no;yes;200;300;Sometimes;no;100;no;100;0;no;Public_Transportation;Overweight_Level_I
Female;28;170;7300;yes;no;200;300;Frequently;no;200;yes;200;0;Sometimes;Walking;Overweight_Level_I
Male;18;174;7000;no;yes;200;300;Sometimes;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Male;23;174;5300;no;yes;200;300;Frequently;no;100;no;300;2000;no;Public_Transportation;Insufficient_Weight
Male;18;187;6700;yes;yes;300;300;Frequently;no;300;yes;100;1000;Sometimes;Automobile;Normal_Weight
Male;18;170;5000;no;yes;100;300;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Female;39;165;5000;no;yes;300;400;Frequently;no;200;no;0;0;Sometimes;Public_Transportation;Insufficient_Weight
Male;38;170;7800;no;yes;300;300;Frequently;no;200;no;0;0;Frequently;Automobile;Overweight_Level_II
Male;17;167;6000;no;no;200;400;Always;no;200;no;0;2000;no;Public_Transportation;Normal_Weight
Male;23;172;6600;yes;yes;200;300;Sometimes;no;200;no;0;1000;Sometimes;Walking;Normal_Weight
Male;23;182;10700;no;yes;200;300;Sometimes;no;300;no;0;1000;Sometimes;Public_Transportation;Obesity_Type_I
Female;19;150;5000;no;yes;200;300;Frequently;no;100;no;0;2000;Sometimes;Public_Transportation;Normal_Weight
Male;18;170;6000;no;yes;200;300;Sometimes;no;200;no;200;1000;no;Public_Transportation;Normal_Weight
Male;25;171;7100;yes;yes;200;300;Frequently;no;200;no;0;0;Sometimes;Motorbike;Normal_Weight
Female;25;161;6100;no;no;200;300;Sometimes;no;100;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Female;18;150;5000;yes;yes;300;300;Frequently;no;200;no;0;1000;Sometimes;Public_Transportation;Normal_Weight
Male;16;167;5000;yes;yes;200;100;Frequently;no;300;no;100;0;no;Public_Transportation;Insufficient_Weight
Male;21;182;6700;no;yes;200;400;Always;yes;300;no;300;2000;Sometimes;Walking;Normal_Weight
Female;32;157;5700;yes;yes;300;300;Sometimes;no;200;no;0;0;Sometimes;Automobile;Normal_Weight
Male;18;179;5200;no;no;300;300;Sometimes;no;200;no;100;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;21;175;6200;no;yes;300;400;Frequently;yes;200;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;18;170;5500;yes;yes;200;300;Frequently;no;200;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Female;18;162;5500;yes;yes;200;300;Frequently;no;100;no;100;1000;no;Public_Transportation;Normal_Weight
Male;17;169;6000;no;no;200;300;Sometimes;no;300;no;200;1000;Sometimes;Walking;Normal_Weight
Male;20;177;7000;yes;yes;100;100;Sometimes;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Male;21;179;10500;yes;yes;200;300;Always;no;100;no;0;0;Sometimes;Public_Transportation;Obesity_Type_I
Female;21;160;6100;no;yes;200;300;Sometimes;no;100;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Female;18;160;5800;yes;yes;200;300;Sometimes;no;300;no;300;0;no;Public_Transportation;Normal_Weight
Female;17;156;5100;no;yes;300;300;Sometimes;no;100;no;0;2000;no;Public_Transportation;Normal_Weight
Male;19;188;7900;no;no;200;300;Sometimes;no;300;no;300;0;Sometimes;Automobile;Normal_Weight
Male;16;182;7100;yes;yes;200;300;Frequently;no;200;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;17;180;5800;no;yes;200;300;Frequently;no;200;no;200;1000;no;Walking;Insufficient_Weight
Male;21;170;6500;yes;yes;200;300;Frequently;no;100;no;100;1000;no;Public_Transportation;Normal_Weight
Male;19;182;7500;yes;no;200;300;Frequently;no;200;no;100;0;no;Public_Transportation;Normal_Weight
Male;18;186;11000;yes;yes;200;100;Sometimes;yes;200;no;100;2000;Sometimes;Public_Transportation;Obesity_Type_I
Female;16;166;5800;no;no;200;100;Sometimes;no;100;no;0;1000;no;Walking;Normal_Weight
Female;21;153;5300;no;yes;300;300;Sometimes;no;200;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;26;174;8000;no;no;200;300;Sometimes;no;200;no;200;0;no;Automobile;Overweight_Level_I
Male;18;180;8000;yes;yes;200;300;Frequently;no;100;no;0;1000;Frequently;Public_Transportation;Normal_Weight
Male;23;170;7500;no;yes;300;300;Sometimes;no;300;no;100;2000;Sometimes;Public_Transportation;Overweight_Level_I
Male;26;170;7000;no;yes;200;300;Sometimes;yes;100;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;18;172;5500;no;yes;200;400;Sometimes;no;200;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;16;184;4500;yes;yes;300;300;Always;no;300;no;300;2000;Sometimes;Walking;Insufficient_Weight
Female;16;157;4900;no;yes;200;400;Always;no;200;no;0;1000;Sometimes;Public_Transportation;Normal_Weight
Male;20;180;8500;yes;no;200;300;Sometimes;no;300;no;200;1000;Sometimes;Public_Transportation;Overweight_Level_I
Male;23;175;12000;yes;yes;200;300;Sometimes;yes;200;no;200;1000;Sometimes;Public_Transportation;Obesity_Type_II
Female;24;156;6000;yes;yes;100;300;Always;no;200;no;0;2000;Sometimes;Public_Transportation;Normal_Weight
Female;23;159;4800;yes;yes;200;100;Frequently;no;100;no;0;2000;Sometimes;Public_Transportation;Normal_Weight
Male;20;180;7500;no;yes;300;400;Always;no;300;no;200;0;Sometimes;Public_Transportation;Normal_Weight
Female;16;166;5800;no;no;200;100;Sometimes;no;100;no;0;1000;no;Walking;Normal_Weight
Male;17;179;5700;yes;yes;200;400;Frequently;no;200;no;200;1000;no;Public_Transportation;Insufficient_Weight
Male;17;172;6200;no;yes;200;300;Always;no;200;no;300;1000;no;Public_Transportation;Normal_Weight
Female;16;160;5700;no;yes;300;300;Sometimes;no;100;no;300;0;no;Public_Transportation;Normal_Weight
Male;17;166;5600;yes;yes;100;300;Always;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Female;26;165;6300;no;yes;300;300;Sometimes;no;100;no;100;0;no;Walking;Normal_Weight
Male;26;170;7200;no;yes;200;300;Always;no;200;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;38;175;7500;yes;no;300;300;Frequently;no;100;no;200;1000;no;Automobile;Normal_Weight
Male;18;175;7000;no;yes;300;400;Sometimes;no;200;no;100;1000;no;Public_Transportation;Normal_Weight
Female;25;156;4500;no;yes;200;300;Sometimes;no;100;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Female;27;155;6300;no;yes;200;300;Sometimes;no;100;no;0;1000;Sometimes;Automobile;Overweight_Level_I
Male;21;167;6700;yes;yes;300;100;Always;no;200;no;100;1000;no;Public_Transportation;Normal_Weight
Male;38;175;7500;yes;no;300;300;Frequently;no;100;no;300;1000;no;Automobile;Normal_Weight
Female;23;175;5600;no;no;300;300;Frequently;no;200;no;200;0;Sometimes;Public_Transportation;Insufficient_Weight
Male;18;180;7200;yes;yes;200;300;Sometimes;no;200;no;300;0;Sometimes;Automobile;Normal_Weight
Female;30;165;7100;yes;yes;200;300;Sometimes;no;100;no;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Female;21;155;5800;no;yes;200;100;Sometimes;no;100;no;100;0;Sometimes;Public_Transportation;Normal_Weight
Male;18;170;5530;yes;yes;300;300;Sometimes;no;200;no;300;0;Sometimes;Public_Transportation;Normal_Weight
Male;23;172;7600;yes;no;300;400;Frequently;no;100;no;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;19;174;7400;yes;no;300;100;Sometimes;no;300;no;300;1000;Sometimes;Walking;Normal_Weight
Female;19;165;8200;yes;yes;300;300;Sometimes;no;100;no;0;1000;Sometimes;Public_Transportation;Obesity_Type_I
Female;17;180;5000;no;yes;300;400;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;17;174;5600;yes;yes;200;300;Sometimes;no;200;no;200;1000;no;Public_Transportation;Normal_Weight
Male;27;185;7500;yes;yes;200;100;Sometimes;no;200;no;100;0;no;Walking;Normal_Weight
Female;23;170;5600;no;no;300;400;Always;no;300;yes;300;0;no;Automobile;Normal_Weight
Female;18;145;5300;no;yes;200;300;Frequently;no;200;yes;100;2000;Frequently;Public_Transportation;Overweight_Level_I
Male;19;170;5000;no;yes;100;400;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Insufficient_Weight
Male;20;170;6500;no;yes;200;300;Sometimes;no;200;no;0;1000;no;Public_Transportation;Normal_Weight
Male;18;178;6440;yes;yes;300;300;Frequently;no;200;no;300;2000;no;Walking;Normal_Weight
Female;17;160;6500;no;yes;300;100;Sometimes;no;200;yes;100;2000;Sometimes;Public_Transportation;Overweight_Level_I
Female;19;153;4200;no;no;200;300;Sometimes;no;100;yes;200;0;Frequently;Public_Transportation;Insufficient_Weight
Male;21;180;7200;no;yes;300;300;Sometimes;no;200;no;100;1000;no;Public_Transportation;Normal_Weight
Male;20;160;5000;no;no;200;300;Sometimes;no;100;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Male;23;174;10500;yes;yes;300;300;Sometimes;no;200;no;100;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;165;6600;no;no;300;300;Sometimes;no;200;no;300;0;no;Public_Transportation;Normal_Weight
Male;18;187;17300;yes;yes;300;300;Frequently;no;200;no;200;1000;Sometimes;Public_Transportation;Obesity_Type_III
Male;17;170;5500;no;yes;300;300;Always;no;200;no;300;1000;Sometimes;Public_Transportation;Normal_Weight
Female;21;154;4700;yes;no;300;300;Always;no;100;no;200;0;no;Public_Transportation;Normal_Weight
Male;17;180;9700;yes;yes;200;300;Sometimes;no;300;no;100;1000;Sometimes;Walking;Overweight_Level_II
Male;18;182;8000;yes;yes;200;300;Sometimes;no;200;no;300;2000;no;Walking;Normal_Weight
Male;20;198;12500;yes;yes;200;300;Always;no;300;no;100;1000;Sometimes;Public_Transportation;Obesity_Type_I
Male;17;175;7000;yes;no;200;300;Sometimes;no;100;no;300;2000;Sometimes;Walking;Normal_Weight
Female;26;165;6000;no;no;300;400;Always;no;200;no;200;0;no;Walking;Normal_Weight
Female;17;160;5300;no;yes;100;300;Sometimes;no;100;no;200;2000;Sometimes;Walking;Normal_Weight
Female;24;160;5100;yes;yes;100;300;Sometimes;no;200;no;0;1000;Sometimes;Automobile;Normal_Weight
Female;17;160;5900;no;yes;200;300;Sometimes;no;200;no;100;2000;no;Public_Transportation;Normal_Weight
Female;27;155;6200;no;yes;300;100;Sometimes;no;100;no;100;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;17;190;6000;no;no;300;300;Sometimes;no;200;no;300;1000;no;Walking;Insufficient_Weight
Female;17;170;5600;yes;yes;100;300;Sometimes;no;100;no;100;1000;no;Automobile;Normal_Weight
Male;41;175;11000;yes;no;200;100;Sometimes;no;100;no;100;0;Frequently;Automobile;Obesity_Type_II
Female;33;156;4800;yes;no;200;300;Sometimes;no;200;no;100;0;Sometimes;Public_Transportation;Normal_Weight
Male;20;187;7500;no;yes;200;300;Frequently;no;100;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Female;40;156;8000;yes;yes;200;100;Sometimes;no;200;no;200;0;no;Public_Transportation;Obesity_Type_I
Female;37;165;7300;yes;no;300;300;Sometimes;no;200;no;100;0;Sometimes;Automobile;Overweight_Level_I
Male;19;180;8000;no;yes;200;100;Sometimes;no;200;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;24;184;8600;yes;yes;200;100;Always;no;200;no;200;1000;Sometimes;Public_Transportation;Overweight_Level_I
Male;24;170;6800;no;yes;300;300;Sometimes;no;200;no;0;0;Sometimes;Motorbike;Normal_Weight
Male;33;172;8300;yes;yes;200;100;Sometimes;no;200;no;300;0;Sometimes;Automobile;Overweight_Level_II
Female;40;158;6300;no;yes;200;300;Frequently;no;200;no;300;1000;Sometimes;Public_Transportation;Overweight_Level_I
Female;37;168;8300;yes;yes;200;100;Sometimes;no;200;no;0;0;no;Automobile;Overweight_Level_II
Male;20;158;7400;no;no;300;300;Frequently;no;200;no;300;1000;Sometimes;Public_Transportation;Overweight_Level_II
Male;19;180;6000;no;yes;200;300;Sometimes;no;100;no;100;1000;no;Public_Transportation;Normal_Weight
Male;17;162;6900;yes;yes;300;100;Always;no;200;yes;100;2000;Sometimes;Public_Transportation;Overweight_Level_I
Female;18;162;5800;no;yes;300;300;Sometimes;no;100;no;0;2000;no;Automobile;Normal_Weight
Female;21;154;5600;no;yes;200;100;Sometimes;no;200;no;0;2000;Sometimes;Public_Transportation;Normal_Weight
Male;18;176;7000;yes;yes;200;400;Frequently;no;200;no;200;1000;Sometimes;Automobile;Normal_Weight
Male;41;180;9200;yes;yes;200;100;Frequently;no;300;no;100;0;Sometimes;Automobile;Overweight_Level_II
Female;36;158;6000;yes;no;300;300;Sometimes;no;100;no;200;0;Sometimes;Automobile;Normal_Weight
Male;18;176;6800;no;no;200;400;Frequently;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Male;18;173;7000;no;yes;300;300;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;17;170;7000;yes;yes;300;300;Sometimes;no;200;no;0;2000;Sometimes;Walking;Normal_Weight
Male;25;170;8300;no;yes;300;300;Sometimes;no;300;yes;300;0;no;Motorbike;Overweight_Level_II
Male;21;180;7500;yes;yes;300;300;Frequently;no;100;no;200;0;Sometimes;Public_Transportation;Normal_Weight
Female;29;160;5600;yes;no;200;300;Frequently;no;100;no;0;1000;Sometimes;Public_Transportation;Normal_Weight
Male;17;170;9800;yes;no;200;300;Sometimes;no;200;no;0;1000;Sometimes;Automobile;Obesity_Type_I
Female;18;160;6000;yes;yes;300;100;Sometimes;no;100;yes;0;2000;no;Walking;Normal_Weight
Female;16;155;4500;no;yes;200;300;Frequently;no;200;no;100;1000;no;Public_Transportation;Normal_Weight
Female;18;159;5300;no;no;100;300;Sometimes;no;100;no;100;2000;no;Public_Transportation;Normal_Weight
Female;37;150;7500;yes;yes;200;300;Frequently;no;100;no;0;0;Sometimes;Motorbike;Obesity_Type_I
Male;18;178;10800;yes;no;200;300;Sometimes;no;300;no;100;0;no;Public_Transportation;Obesity_Type_I
Female;16;161;6500;yes;yes;100;100;Sometimes;no;200;no;0;0;no;Public_Transportation;Overweight_Level_I
Male;23;171;5000;yes;yes;200;300;Always;no;300;no;0;2000;no;Public_Transportation;Insufficient_Weight
Female;18;170;5000;no;no;200;300;Sometimes;no;200;no;0;1000;Sometimes;Walking;Insufficient_Weight
Male;18;176;6950;no;no;300;300;Frequently;no;300;no;200;2000;no;Public_Transportation;Normal_Weight
Male;18;170;7800;no;yes;100;300;Sometimes;no;200;no;0;1000;Sometimes;Public_Transportation;Overweight_Level_II
Female;17;153;5500;yes;yes;200;300;Sometimes;no;100;no;0;1000;no;Public_Transportation;Normal_Weight
Female;20;154;3900;yes;yes;100;300;Sometimes;no;200;no;300;2000;Sometimes;Public_Transportation;Insufficient_Weight
Female;38;155;5900;yes;no;300;300;Sometimes;no;100;no;200;1000;Frequently;Automobile;Normal_Weight
Male;20;166;6000;no;yes;200;400;Frequently;no;300;no;0;0;no;Public_Transportation;Normal_Weight
Male;21;185;12500;yes;yes;300;100;Always;no;100;no;0;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;21;165;6000;no;no;300;100;Frequently;no;100;no;0;0;Sometimes;Motorbike;Normal_Weight
Male;18;165;7000;yes;no;200;300;Sometimes;no;200;no;0;0;no;Public_Transportation;Overweight_Level_I
Male;26;183;8200;no;yes;200;300;Always;no;200;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Male;27;183;9900;yes;yes;300;100;Frequently;no;200;no;200;1000;Sometimes;Walking;Overweight_Level_II
Female;26;166;11200;yes;no;300;300;Sometimes;no;300;no;0;0;no;Automobile;Obesity_Type_III
Male;34;178;7300;no;yes;200;300;Sometimes;no;200;no;300;1000;Sometimes;Automobile;Normal_Weight
Male;18;174;8600;no;no;300;300;Sometimes;no;200;no;300;0;no;Public_Transportation;Overweight_Level_II
Male;33;176;6650;no;no;200;300;Sometimes;no;200;no;300;1000;Sometimes;Automobile;Normal_Weight
Female;19;151;5900;yes;yes;300;300;Frequently;no;100;no;100;2000;Sometimes;Walking;Overweight_Level_I
Male;20;181;7900;yes;no;300;100;Sometimes;no;200;no;0;0;Sometimes;Public_Transportation;Normal_Weight
Female;33;155;5500;yes;yes;300;100;Sometimes;no;300;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;20;183;6600;no;no;200;300;Sometimes;no;200;no;100;1000;no;Public_Transportation;Normal_Weight
Female;20;160;6500;no;no;300;300;Sometimes;no;200;yes;0;0;Sometimes;Public_Transportation;Overweight_Level_I
Male;33;185;8500;no;yes;200;300;Frequently;no;200;no;100;0;Sometimes;Automobile;Normal_Weight
Male;33;175;8500;no;no;200;300;Sometimes;no;200;yes;100;0;Sometimes;Public_Transportation;Overweight_Level_II
Male;33;183;11300;yes;yes;200;100;Always;no;200;no;100;2000;Frequently;Automobile;Obesity_Type_I
Male;14;171;7200;yes;yes;300;300;Sometimes;no;300;no;200;1000;no;Walking;Normal_Weight
Male;34;184;8800;no;yes;300;300;Sometimes;no;100;yes;200;0;no;Automobile;Overweight_Level_I
Male;18;177;8700;yes;yes;300;300;Sometimes;no;200;no;100;1000;Frequently;Public_Transportation;Overweight_Level_II
Male;18;170;9000;no;yes;300;300;Sometimes;no;200;no;200;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;29;162;8900;yes;yes;100;300;Sometimes;no;100;no;0;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;18;185;6000;yes;yes;300;400;Sometimes;no;200;yes;200;0;Sometimes;Automobile;Insufficient_Weight
Male;18;184;6000;yes;yes;300;400;Sometimes;no;200;yes;200;0;Sometimes;Automobile;Insufficient_Weight
Male;19;175;5800;no;yes;200;300;Sometimes;no;200;no;200;0;Sometimes;Bike;Normal_Weight
Male;33;185;9300;yes;yes;200;300;Sometimes;no;100;no;100;1000;Sometimes;Walking;Overweight_Level_II
Male;33;174;7600;no;no;200;300;Sometimes;no;100;no;0;2000;Sometimes;Walking;Overweight_Level_I
Female;19;161;5380;yes;yes;200;300;Always;no;200;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;22;175;7000;no;no;200;300;Sometimes;no;300;no;100;1000;no;Public_Transportation;Normal_Weight
Female;20;167;6000;no;yes;300;300;no;no;200;no;300;0;Sometimes;Public_Transportation;Normal_Weight
Male;23;170;6900;no;yes;300;100;Frequently;no;100;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;26;190;8000;yes;yes;200;300;Frequently;no;100;yes;100;0;Sometimes;Automobile;Normal_Weight
Male;18;165;8500;no;yes;200;300;Sometimes;no;100;no;100;0;Sometimes;Public_Transportation;Obesity_Type_I
Female;18;160;5500;no;yes;200;400;Frequently;no;200;no;200;1000;Sometimes;Public_Transportation;Normal_Weight
Male;19;180;7000;no;yes;300;300;Frequently;no;100;no;200;0;no;Public_Transportation;Normal_Weight
Female;18;164;5900;yes;yes;200;300;Sometimes;no;100;no;100;1000;Sometimes;Public_Transportation;Normal_Weight
Male;19;189;8700;no;yes;200;400;Frequently;no;200;no;300;1000;Frequently;Automobile;Normal_Weight
Female;19;176;8000;yes;yes;200;100;Sometimes;no;300;no;300;1000;no;Public_Transportation;Overweight_Level_I
Female;18;156;5500;no;yes;200;300;Sometimes;no;100;no;0;0;Frequently;Automobile;Normal_Weight
Female;18;160;5600;yes;yes;200;100;Always;no;200;no;100;0;Sometimes;Walking;Normal_Weight
Female;19;167;6400;no;yes;300;300;Sometimes;no;200;no;200;1000;Sometimes;Automobile;Normal_Weight
Female;19;160;6000;no;yes;200;300;Frequently;no;200;no;0;1000;Sometimes;Public_Transportation;Normal_Weight
